Prompt,Respuesta
¿Qué servicios proporciona la Dirección de Unidades de Servicio y Logística Empresarial (DUSLE)?,"DUSLE ofrece servicios de alimentos y bebidas, tecnología, esparcimiento, almacenes, proyectos y gestión de eventos y espacios."
¿Qué es la Dirección Financiera y cuáles son sus responsabilidades?,"La Dirección Financiera se encarga de asegurar la sostenibilidad financiera de la institución, gestionando recursos, análisis financieros, y supervisión de inversiones."
¿Cuáles son los principales retos de la Dirección Financiera?,"Los retos incluyen garantizar la sostenibilidad financiera a largo plazo, desarrollar un sistema de financiamiento flexible, y diversificar las fuentes de recursos."
¿Qué acciones estratégicas está llevando a cabo la Dirección Financiera?,"Las acciones incluyen analizar el modelo de financiación, crear un fondo de contingencia, y fortalecer la capacidad instalada en Santa Marta."
¿Quién dirige la Dirección de Gestión Humana y cuál es su formación?,"Beatriz Vergara, Administradora de Empresas con especialización en Mercadeo y un MBA, es la Directora de Gestión Humana."
¿Qué servicios ofrece la Dirección de Gestión Humana?,"La Dirección de Gestión Humana ofrece selección de personal, liquidación de cesantías, desarrollo del personal, y bienestar organizacional, entre otros."
¿Qué comités coordina la Dirección de Gestión Humana?,"Coordina el COPASST, Comité de Formación y Desarrollo, Comité de Compensación y Desarrollo, y otros relacionados con el bienestar y seguridad laboral."
¿Qué es AGATHA en la Dirección de Gestión Humana?,"AGATHA es un sistema para gestionar el talento humano, incluyendo selección de personal, pago de salarios, seguridad e higiene, y formación."
¿Cuáles son los indicadores clave en la Dirección de Gestión Humana?,"Indicadores clave incluyen satisfacción en selección de personal, rotación, eficacia en capacitaciones, y frecuencia de accidentes."
¿Qué desafíos enfrenta la Dirección de Gestión Humana?,"Los desafíos incluyen mejorar el bienestar social de los empleados, fortalecer la cultura organizacional, y optimizar la estructura organizacional."
¿Quién supervisa el soporte administrativo en la Dirección de Gestión Humana?,"Armando Rocha es el Jefe de Soporte Administrativo, encargado de gestionar procesos y procedimientos administrativos."
¿Quién es responsable de la nómina en la Dirección de Gestión Humana?,"Evelyn Benedetti, Jefa de Nómina, maneja la elaboración de nóminas, pagos de sueldos y prestaciones, y control de horarios."
¿Qué función principal tiene la Dirección de Tecnología Informática y Comunicaciones en la universidad?,"Su función principal es planificar y dirigir la adquisición y operación de servicios y productos TIC, asegurando soluciones tecnológicas efectivas para la comunidad universitaria."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones?,"Los desafíos incluyen optimizar modelos educativos digitales, fortalecer ciberseguridad, y modernizar infraestructura TIC."
¿Qué macroprocesos abarca el eje de Soporte Académico del SIGC?,"El eje de Soporte Académico incluye macroprocesos como Comunicación, Mercadeo, Admisiones, y Gestión de Biblioteca, entre otros."
¿Qué áreas se incluyen en el macroproceso de Soporte Administrativo del SIGC?,"En el macroproceso de Soporte Administrativo se encuentran áreas como Gestión Financiera, Gestión Humana, y Gestión de TIC, entre otras."
¿Qué tipo de soporte brinda la Dirección de Unidades de Servicio y Logística Empresarial?,"Brinda soporte en áreas como alimentación, tecnología, esparcimiento, y la organización de eventos y gestión de espacios."
¿Cuál es el objetivo principal del SIGC en la Universidad del Norte?,El objetivo del SIGC es garantizar la calidad y eficiencia en todos los procesos institucionales a través de una planificación estratégica y un seguimiento continuo.
¿Qué funciones realiza el área de Gestión Financiera en el SIGC?,"El área de Gestión Financiera se encarga de controlar recursos, realizar análisis financieros, y gestionar pagos y facturación."
¿Qué servicios de esparcimiento ofrece la Dirección de Unidades de Servicio y Logística Empresarial?,"Servicios de esparcimiento incluyen salas de juego, gimnasio, y actividades artísticas y recreativas para la comunidad universitaria."
¿Cómo facilita el sistema ISOLUCIÓN la administración de la calidad?,ISOLUCIÓN facilita la gestión de la calidad mediante la optimización de procesos y la centralización de la información del SIGC en una plataforma accesible.
¿Qué servicios están disponibles a través del Portal Interno del SIGC?,"El Portal Interno ofrece acceso a información sobre procesos de calidad, centros de conciliación, y servicios de apoyo académico y administrativo."
¿Qué tipo de soporte proporciona el área de Gestión de Planta Física?,El área proporciona soporte en la planificación y ejecución de proyectos de infraestructura y mantenimiento de instalaciones.
¿Cuáles son los servicios incluidos en la Jefatura de Proyectos Administrativos?,"Servicios incluyen la gestión de viajes, asistencia en estudios de factibilidad, y la coordinación de voluntariado institucional."
¿Qué ofrece la Dirección Financiera en términos de análisis y control de recursos?,"La Dirección ofrece análisis de informes financieros, control de gastos, y supervisión de la asignación de recursos."
¿Qué estrategias se están implementando para mejorar la sostenibilidad financiera?,Se están implementando estrategias como la creación de un fondo de contingencia y la evaluación del modelo de financiación institucional.
¿Qué desafíos enfrenta la Dirección Financiera en términos de recursos y financiamiento?,"Los desafíos incluyen encontrar nuevas fuentes de financiamiento, desarrollar un sistema flexible de financiamiento, y asegurar la sostenibilidad financiera a largo plazo."
¿Cómo se organiza el soporte académico en el SIGC?,"El soporte académico se organiza a través de macroprocesos como la Comunicación, la Mercadeo, y la Gestión de Biblioteca, entre otros."
¿Qué incluye el eje de Soporte Administrativo del SIGC?,"Incluye macroprocesos relacionados con la gestión de finanzas, recursos humanos, y logística, proporcionando soporte integral a las actividades académicas y administrativas."
¿Qué servicios adicionales ofrece la Universidad del Norte en su sección de servicios?,"Además de la información básica, la sección de servicios incluye formularios, guías, y datos de contacto para facilitar la gestión de servicios y procesos."
¿Qué papel juega la Dirección de Tecnología Informática y Comunicaciones en la universidad?,"Su papel es crucial en la planificación y dirección de servicios y productos tecnológicos, asegurando su eficacia y disponibilidad para la comunidad universitaria."
¿Qué tipos de recursos están disponibles para préstamo en la universidad?,"Los recursos disponibles incluyen equipos para videoconferencias, salas equipadas para actividades académicas, y dispositivos móviles."
¿Qué comités y grupos coordina la Dirección Financiera?,"Coordina comités como el Comité de Presupuesto, el Comité Financiero, y la Junta Directiva de la Fundación Hospital Universidad del Norte."
¿Cómo gestiona la Dirección de Gestión Humana los beneficios del personal?,"Gestiona beneficios como la liquidación de cesantías, pago de sueldos, y desarrollo del personal, además de asegurar el bienestar organizacional."
¿Qué servicios de tecnología ofrece la Dirección de Unidades de Servicio y Logística Empresarial?,"Ofrece servicios tecnológicos como alquiler de equipos, internet, y centro de impresión."
¿Qué es el sistema de información AGATHA y qué gestiona?,"AGATHA es un sistema que gestiona el talento humano, incluyendo procesos de selección, gestión de vida laboral, y administración de beneficios."
¿Qué tipo de información se puede encontrar en el Portal Interno del SIGC?,"Se puede encontrar información sobre procesos de calidad, centros de conciliación, y otros servicios relacionados con la gestión institucional."
¿Qué papel tiene la Dirección de Gestión Humana en el bienestar de los empleados?,"La Dirección se enfoca en mejorar el bienestar de los empleados a través de programas de desarrollo, beneficios laborales, y seguridad en el trabajo."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones en la modernización de sistemas?,"Enfrenta desafíos como la implementación de nuevas tecnologías, la mejora de la ciberseguridad, y la actualización de la infraestructura TIC."
¿Qué servicios de comunicación están disponibles para la comunidad universitaria?,"Servicios de comunicación incluyen el sitio web institucional, blogs, correos electrónicos institucionales, y carteleras electrónicas."
¿Qué recursos ofrece la universidad para actividades académicas y eventos?,"La universidad ofrece salas equipadas, equipos de videoconferencia, y dispositivos móviles para apoyar actividades académicas y eventos."
¿Qué servicios de alimentos y bebidas están disponibles en el campus?,"Incluyen restaurantes, cafés, máquinas dispensadoras, y servicios de catering."
¿Qué papel tiene el sistema ISOLUCIÓN en la planificación de la calidad?,ISOLUCIÓN ayuda a planificar y administrar el Sistema de Gestión de Calidad al centralizar la información y mejorar la eficiencia de los procesos.
¿Cómo pueden los empleados y estudiantes proporcionar retroalimentación sobre los servicios universitarios?,Pueden hacerlo a través del buzón de sugerencias ubicado en varios servicios y centros dentro de la universidad.
¿Qué servicios ofrece la Dirección de Gestión Humana para la formación del personal?,"Ofrece formación en áreas como selección de personal, desarrollo profesional, y gestión de beneficios."
¿Qué responsabilidades tiene el área de Soporte Académico del SIGC?,"Se encarga de apoyar las actividades académicas mediante servicios de comunicación, mercadeo, y gestión de biblioteca, entre otros."
¿Qué estrategias están siendo implementadas para asegurar la sostenibilidad económica de la universidad?,"Se están realizando análisis de financiación, creación de un fondo de contingencia, y promoción de nuevas fuentes de ingreso."
¿Qué servicios tecnológicos adicionales proporciona la universidad?,"Servicios adicionales incluyen la gestión de cafeterías y restaurantes, el control de acceso al campus, y el manejo de recursos físicos prestados."
¿Qué servicios de esparcimiento ofrece la Dirección de Unidades de Servicio y Logística Empresarial?,"Ofrece áreas de esparcimiento como salas de juego, gimnasio, y actividades culturales y recreativas."
¿Cómo apoya la Dirección de Tecnología Informática y Comunicaciones el modelo educativo de la universidad?,"La Dirección apoya mediante la implementación de soluciones tecnológicas adaptadas a modelos educativos presenciales, híbridos y virtuales."
¿Qué procesos están incluidos en el eje de Valor-Extensión del SIGC?,"Incluye la Gestión de Proyectos de Consultoría y Servicios, Gestión de Programas de Educación Continua, y Gestión de Programas de Idiomas."
¿Qué áreas de soporte incluye el eje de Soporte Administrativo?,"Incluye áreas como Gestión Financiera, Gestión Humana, Gestión Logística, y Gestión de TIC, entre otros."
¿Qué servicios de consultoría están disponibles a través del SIGC?,"Servicios de consultoría incluyen asesoramiento en proyectos y programas educativos, así como en la implementación de mejoras en procesos institucionales."
¿Qué beneficios ofrece la Dirección Financiera en términos de análisis y control?,"Ofrece análisis detallados de informes financieros, gestión de recursos, y control de gastos para asegurar la eficiencia económica de la institución."
¿Qué desafíos enfrenta la Dirección de Gestión Humana en términos de bienestar organizacional?,"Enfrenta desafíos como la mejora del bienestar social de los empleados, la optimización de la estructura organizacional, y el fortalecimiento de la cultura organizacional."
¿Qué servicios de comunicación están disponibles para la comunidad universitaria?,"La universidad ofrece servicios como el sitio web institucional, correo electrónico institucional, blogs académicos, y carteleras electrónicas."
¿Qué tipo de recursos físicos están disponibles para préstamo en la universidad?,"Recursos disponibles incluyen equipos de videoconferencia, dispositivos móviles, y espacios para actividades académicas."
¿Cómo contribuye la Dirección de Unidades de Servicio y Logística Empresarial a la experiencia universitaria?,"Contribuye proporcionando servicios de alimentación, tecnología, esparcimiento, y apoyo en eventos y gestión de espacios."
¿Qué papel juega el sistema ISOLUCIÓN en la planificación y mejora de la calidad en la universidad?,"ISOLUCIÓN centraliza la gestión de calidad, facilitando la planificación, implementación y seguimiento de los procesos de calidad."
¿Qué servicios de soporte académico están disponibles en el SIGC?,"Servicios incluyen apoyo en comunicación académica, mercadeo, y gestión de recursos bibliográficos."
¿Qué acciones está tomando la Dirección Financiera para diversificar las fuentes de ingresos?,"Está evaluando nuevas oportunidades de financiamiento, creando un fondo de contingencia, y promoviendo nuevas fuentes de ingresos."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones en términos de ciberseguridad?,"Enfrenta desafíos como el fortalecimiento de la ciberseguridad, la protección de datos, y la actualización de la infraestructura tecnológica."
¿Qué tipo de información se puede consultar en el Portal Interno del SIGC?,"Se puede consultar información sobre procesos de calidad, centros de conciliación, y otros servicios institucionales."
¿Qué servicios de formación ofrece la Dirección de Gestión Humana?,"Ofrece formación en áreas como desarrollo profesional, gestión de beneficios, y bienestar organizacional."
¿Qué áreas están incluidas en el macroproceso de Soporte Administrativo?,"Incluye áreas como Gestión Financiera, Gestión Humana, Gestión Logística, y Gestión de Tecnología de Información y Comunicaciones."
¿Qué servicios adicionales ofrece la universidad para la gestión de recursos?,"Ofrece servicios como la gestión de cafeterías, el control de acceso al campus, y la administración de recursos físicos prestados."
¿Cómo apoya la Dirección de Tecnología Informática y Comunicaciones los modelos educativos híbridos?,"Proporciona soluciones tecnológicas adaptadas a los modelos híbridos, mejorando la infraestructura y los servicios digitales."
¿Qué tipo de soporte ofrece el eje de Valor-Extensión en el SIGC?,"Ofrece soporte en la gestión de proyectos de consultoría, programas de educación continua, y programas de idiomas."
¿Qué servicios de esparcimiento están disponibles en el campus universitario?,"Servicios de esparcimiento incluyen salas de juego, gimnasio, actividades culturales, y eventos recreativos."
¿Qué papel desempeña la Dirección de Gestión Humana en la seguridad en el trabajo?,"Se encarga de asegurar el cumplimiento de las normativas de seguridad y salud, y de gestionar el bienestar de los empleados."
¿Qué servicios tecnológicos adicionales ofrece la Dirección de Unidades de Servicio y Logística Empresarial?,"Ofrece servicios como la central de llamadas, alquiler de equipos, y centro de impresión."
¿Qué desafíos enfrenta la Dirección Financiera en la gestión de recursos?,"Enfrenta desafíos como la administración de recursos financieros, la optimización de gastos, y la evaluación de inversiones."
¿Cómo contribuye el sistema ISOLUCIÓN a la mejora continua del SIGC?,"Contribuye facilitando la planificación, implementación y administración del sistema, y mejorando la distribución de información y recursos."
¿Qué servicios están disponibles para el personal administrativo en la universidad?,"Incluyen acceso a información sobre procesos de calidad, recursos para la gestión de materiales, y servicios de apoyo académico y administrativo."
¿Qué servicios adicionales proporciona la Dirección de Gestión Humana para el personal académico?,"Servicios adicionales incluyen el desarrollo profesional, beneficios del pacto colectivo, y apoyo en la formación y sucesión."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones en la modernización de la infraestructura?,"Enfrenta desafíos como la actualización de sistemas y equipos, la mejora de la infraestructura tecnológica, y la adaptación a nuevas tecnologías."
¿Qué tipo de apoyo ofrece el eje de Soporte Académico en el SIGC?,"Ofrece apoyo en áreas como comunicación, mercadeo, y gestión de recursos bibliográficos y de información académica."
¿Qué papel juega la Dirección de Unidades de Servicio y Logística Empresarial en la experiencia universitaria?,"Proporciona servicios de alimentación, tecnología, esparcimiento, y apoyo en eventos y gestión de espacios, mejorando la experiencia universitaria."
¿Qué servicios tecnológicos están disponibles para los estudiantes en la universidad?,"Incluyen acceso a internet, recursos computacionales, y equipos de videoconferencia para actividades académicas."
¿Qué estrategias se están aplicando para asegurar la sostenibilidad financiera de la universidad?,"Estrategias incluyen análisis del modelo de financiación, evaluación de riesgos, y promoción de nuevas fuentes de ingresos."
¿Qué desafíos enfrenta la Dirección Financiera en términos de análisis y control financiero?,"Enfrenta desafíos como la optimización de gastos, la supervisión de inversiones, y la gestión eficaz de recursos financieros."
¿Qué servicios de apoyo ofrece la Dirección de Tecnología Informática y Comunicaciones para la gestión de proyectos académicos?,"Ofrece soporte en la planificación y ejecución de proyectos tecnológicos, garantizando que los servicios y productos estén alineados con las necesidades académicas."
¿Cómo puede un usuario presentar sugerencias para mejorar los servicios universitarios?,A través del buzón de sugerencias disponible en diversos servicios y centros dentro del campus universitario.
¿Qué tipo de formación se ofrece a los empleados a través de la Dirección de Gestión Humana?,"Se ofrece formación en selección de personal, desarrollo profesional, beneficios laborales, y bienestar organizacional."
¿Qué servicios proporciona la Dirección Financiera en términos de gestión de recursos?,"Proporciona servicios de control financiero, análisis de informes, supervisión de inversiones, y gestión de ingresos y gastos."
¿Qué servicios adicionales están disponibles en el área de esparcimiento de la universidad?,"Servicios adicionales incluyen actividades culturales, recreativas, y eventos para el bienestar de la comunidad universitaria."
¿Qué papel desempeña el sistema ISOLUCIÓN en la gestión de calidad universitaria?,"Desempeña un papel clave en la centralización y optimización de los procesos de calidad, facilitando la gestión y mejora continua del SIGC."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones en términos de ciberseguridad?,"Enfrenta desafíos como la protección de datos, la prevención de ataques cibernéticos, y la actualización de protocolos de seguridad."
¿Qué tipo de apoyo proporciona el eje de Soporte Administrativo en el SIGC?,"Proporciona apoyo en áreas como la gestión financiera, logística, recursos humanos, y tecnología de la información."
¿Cómo contribuye la Dirección Financiera a la sostenibilidad económica de la universidad?,"Contribuye mediante la administración eficiente de recursos, la diversificación de ingresos, y el control riguroso de gastos."
¿Qué servicios adicionales ofrece la Dirección de Unidades de Servicio y Logística Empresarial para el personal universitario?,"Ofrece servicios como la central de llamadas, alquiler de equipos, y recursos para eventos y actividades recreativas."
¿Qué tipo de formación y desarrollo ofrece la Dirección de Gestión Humana?,"Ofrece formación en selección de personal, desarrollo profesional, y programas de bienestar organizacional para el personal académico y administrativo."
¿Qué recursos están disponibles para el préstamo en las instalaciones universitarias?,"Recursos disponibles incluyen equipos de videoconferencia, dispositivos móviles, y espacios equipados para actividades académicas y eventos."
¿Qué servicios ofrece la Universidad del Norte en términos de apoyo tecnológico?,"Incluye acceso a internet, equipos de videoconferencia, y servicios de impresión y alquiler de equipos."
¿Qué áreas están incluidas en el macroproceso de Soporte Administrativo en el SIGC?,"Incluye áreas como la Gestión Financiera, Gestión Humana, Gestión Logística, y Gestión de TIC, entre otras."
¿Cómo apoya la Dirección de Tecnología Informática y Comunicaciones el modelo educativo híbrido de la universidad?,"A través de la implementación de soluciones tecnológicas que faciliten el aprendizaje híbrido, asegurando infraestructura adecuada y servicios digitales."
¿Qué tipo de servicios de comunicación están disponibles para la comunidad universitaria?,"Servicios incluyen el sitio web institucional, blogs, correos electrónicos, y carteleras electrónicas para mantener informada a la comunidad."
¿Qué servicios de formación proporciona la Dirección de Gestión Humana para el desarrollo profesional?,"Proporciona capacitación en áreas como selección de personal, desarrollo de carrera, y gestión de beneficios para el personal académico y administrativo."
¿Qué desafíos enfrenta la Dirección Financiera en términos de sostenibilidad a largo plazo?,"Enfrenta desafíos como la creación de un modelo financiero flexible, la generación de nuevas fuentes de ingresos, y la gestión eficaz de recursos."
¿Qué servicios adicionales ofrece la Dirección de Unidades de Servicio y Logística Empresarial en términos de eventos?,"Ofrece servicios de diseño, organización, y logística para eventos, así como el alquiler y gestión de espacios para actividades universitarias."
¿Qué papel juega el sistema ISOLUCIÓN en la mejora de procesos de calidad?,"ISOLUCIÓN juega un papel crucial en la centralización de la información del SIGC, facilitando la planificación, implementación y administración de procesos de calidad."
¿Qué servicios tecnológicos están disponibles para apoyar el modelo educativo virtual de la universidad?,"Incluyen acceso a plataformas de aprendizaje en línea, herramientas de videoconferencia, y recursos para la gestión de clases virtuales."
¿Qué áreas de soporte están incluidas en el eje de Valor-Extensión del SIGC?,"Incluye la Gestión de Proyectos de Consultoría y Servicios, Educación Continua, y Programas de Idiomas, apoyando las funciones sustantivas de la universidad."
¿Qué servicios de apoyo adicional se ofrecen para la gestión de eventos universitarios?,"Servicios incluyen el diseño, organización, y logística de eventos, así como la gestión y alquiler de espacios para actividades."
¿Cómo contribuye la Dirección de Tecnología Informática y Comunicaciones a la gestión de recursos académicos?,"Contribuye a través de la implementación y mantenimiento de sistemas que apoyan la gestión de recursos académicos, como plataformas de aprendizaje y herramientas digitales."
¿Qué servicios ofrece la Dirección Financiera para asegurar la eficiencia económica de la institución?,"Ofrece servicios de análisis de informes financieros, control de gastos, gestión de recursos, y supervisión de inversiones."
¿Qué beneficios ofrece la Dirección de Unidades de Servicio y Logística Empresarial en términos de tecnología?,"Ofrece servicios de alquiler de equipos, central de llamadas, y centro de impresión para apoyar las necesidades tecnológicas de la comunidad universitaria."
¿Qué servicios de comunicación y divulgación están disponibles para estudiantes y empleados?,"Incluyen el sitio web institucional, correos electrónicos, blogs académicos, y carteleras electrónicas para mantener informada a la comunidad universitaria."
¿Qué recursos están disponibles para actividades académicas y eventos?,"Recursos incluyen salas equipadas, equipos de videoconferencia, dispositivos móviles, y apoyo en la organización de eventos y actividades académicas."
¿Qué papel desempeña la Dirección de Gestión Humana en el bienestar de los empleados?,"Se enfoca en el desarrollo profesional, beneficios laborales, y la gestión del bienestar organizacional para mejorar la calidad de vida laboral."
¿Qué estrategias está implementando la Dirección Financiera para diversificar ingresos?,"Estrategias incluyen la evaluación de nuevas fuentes de financiamiento, la creación de un fondo de contingencia, y la promoción de iniciativas que generen ingresos adicionales."
¿Qué servicios adicionales ofrece la Dirección de Unidades de Servicio y Logística Empresarial en términos de esparcimiento?,"Ofrece áreas de esparcimiento como salas de juego, gimnasio, y actividades culturales y recreativas para la comunidad universitaria."
¿Qué servicios de apoyo proporciona la Dirección de Tecnología Informática y Comunicaciones en la modernización tecnológica?,"Ofrece soporte en la actualización de sistemas, implementación de nuevas tecnologías, y mejora de la infraestructura TIC para adaptarse a las necesidades actuales."
¿Qué tipo de formación y desarrollo ofrece la Dirección de Gestión Humana para el personal administrativo?,"Ofrece formación en selección de personal, desarrollo de habilidades profesionales, gestión de beneficios y bienestar organizacional."
¿Qué servicios de comunicación están disponibles en el campus para estudiantes y empleados?,"Servicios incluyen el sitio web institucional, correos electrónicos, blogs académicos, y carteleras electrónicas para la difusión de información y noticias."
¿Qué desafíos enfrenta la Dirección Financiera en la gestión y control de recursos?,"Enfrenta desafíos como la optimización de gastos, la supervisión efectiva de inversiones, y la administración eficiente de recursos financieros."
¿Cómo contribuye la Dirección de Tecnología Informática y Comunicaciones a la experiencia universitaria?,"Contribuye mediante la provisión de soluciones tecnológicas, infraestructura adecuada, y soporte para el uso de herramientas digitales en actividades académicas y administrativas."
¿Cuál es la misión de la Jefatura de Proyectos Administrativos?,"La misión es gestionar proyectos transversales en diversas áreas de administración universitaria para fomentar la mejora continua, analizar condiciones presentes y futuras, evaluar financieramente nuevas iniciativas y optimizar procesos."
¿Qué responsabilidades tiene la Jefatura de Proyectos Administrativos?,"Se encarga de analizar, gestionar y hacer seguimiento de proyectos administrativos, diseñar proyectos para incrementar la productividad, elaborar estudios de costos, y proporcionar informes financieros."
¿Qué retos principales enfrenta la Jefatura de Proyectos Administrativos?,"Los principales retos incluyen aumentar la visibilidad internacional de estrategias, consolidar el sistema de gestión ambiental y posicionar el proyecto Uninorte Sostenible a nivel nacional e internacional."
¿Qué objetivos estratégicos tiene la Jefatura de Proyectos Administrativos para 2024?,"Los objetivos incluyen diseñar un plan de mejora para la gestión de viajes corporativos, realizar estudios de viabilidad para nuevos programas de pregrado, organizar eventos sobre sostenibilidad y avanzar en la gestión de proveedores."
¿Quién dirige la Jefatura de Proyectos Administrativos?,"Leyla Mlayes, una ingeniera de sistemas con especialización en finanzas y maestría en administración de empresas, lidera la Jefatura de Proyectos Administrativos."
¿Qué comités son coordinados por la Jefatura de Proyectos Administrativos?,"Coordina comités como el Comité Financiero, Comité de Presupuesto, Comisión de Administración Universitaria, Comité Administrativo, entre otros."
¿Qué servicios ofrece la Jefatura de Proyectos Administrativos?,"Ofrece servicios como la gestión de tiquetes, reservas de hoteles, estudios de factibilidad, apoyo en acreditaciones y coordinación de voluntariado."
¿Cuáles son los principales indicadores de la Jefatura de Proyectos Administrativos?,"Incluyen estudios de factibilidad realizados, porcentaje de ahorro en gestión de viajes, tiempos de gestión y número de actividades de voluntariado."
¿Qué principios guían a la Dirección de Unidades de Servicio y Logística Empresarial?,"La Dirección se basa en ofrecer productos y servicios de alta calidad con innovación y creatividad, asegurando la seguridad productiva, inocuidad alimentaria y el cuidado del medio ambiente."
¿Qué tareas realiza la Dirección de Unidades de Servicio y Logística Empresarial?,"Planea, dirige y controla servicios y logística, asegura la sostenibilidad financiera y calidad del servicio, apoya la gestión académica, asesora dependencias y establece contacto con el sector externo."
¿Qué desafíos enfrenta la Dirección de Unidades de Servicio y Logística Empresarial?,"Incluyen estimular el crecimiento con sostenibilidad financiera, crear nuevos productos y servicios, y mejorar continuamente los servicios ofrecidos."
¿Qué estrategias se implementarán en la Dirección de Unidades de Servicio y Logística Empresarial en 2024?,"Estrategias como la venta de espacios publicitarios, obtener donaciones de proveedores, y la apertura de nuevos puntos de servicio como gelato y café."
¿Qué métricas usa la Dirección de Unidades de Servicio y Logística Empresarial para medir el éxito?,"Utiliza indicadores como el proceso de ventas, satisfacción del cliente, cumplimiento de ventas, y gestión de inventario."
¿Qué busca lograr la Dirección de Sostenibilidad Ambiental?,"Asegurar que el crecimiento del Campus sea compatible con el medio ambiente, mediante prácticas empresariales responsables y uso eficiente de recursos."
¿Qué funciones cumple la Dirección de Sostenibilidad Ambiental?,"Diseña propuestas ambientales, establece estrategias para proyectos, promueve acciones sostenibles y asesora en estrategias de sostenibilidad."
¿Qué retos enfrenta la Dirección de Sostenibilidad Ambiental?,Incluyen garantizar el crecimiento ambientalmente responsable del Campus y recomendar proyectos que aseguren un impacto positivo a largo plazo.
¿Qué acciones estratégicas se han planificado para la Dirección de Sostenibilidad Ambiental en 2024?,"Implementar la huella de carbono como indicador de sostenibilidad, iniciar la Granja Solar, y fortalecer programas ambientales."
¿Qué indicadores de gestión usa la Dirección de Sostenibilidad Ambiental?,Incluyen el proceso de planeación estratégica y estadísticas relacionadas con la gestión ambiental.
¿Quién dirige la Dirección de Gestión Humana?,"Beatriz Vergara, Administradora de Empresas con especialización en Mercadeo y Magíster en Administración, es la Directora de Gestión Humana."
¿Qué servicios gestiona la Dirección de Gestión Humana?,"Incluyen selección de personal, pagos de sueldos y prestaciones, desarrollo de personal, certificaciones laborales, y bienestar organizacional."
¿En qué comités participa la Dirección de Gestión Humana?,"Participa en comités como el COPASST, Comité de Formación y Desarrollo, Comité de Compensación y Desarrollo, y otros."
¿Qué es AGATHA en el contexto de la Dirección de Gestión Humana?,"Es un sistema integral para gestionar el talento humano desde la selección hasta la gestión de vida laboral, beneficios, y formación."
¿Qué indicadores de gestión son importantes para la Dirección de Gestión Humana?,"Incluyen satisfacción en selección de personal, índice de rotación, eficacia de capacitaciones, y frecuencia de accidentes."
¿Qué desafíos enfrenta la Dirección de Gestión Humana?,"Implementar modelos de gestión EFR, mejorar el bienestar de empleados, y optimizar la estructura organizacional."
¿Quién se encarga del soporte administrativo en la Dirección de Gestión Humana?,Armando Rocha es el encargado del soporte administrativo en esta Dirección.
¿Quién maneja la nómina en la Dirección de Gestión Humana?,"Evelyn Benedetti es la Jefa de Nómina, encargada de elaborar nóminas y gestionar pagos de sueldos."
¿Cuál es el rol de la Dirección de Tecnología Informática y Comunicaciones?,"Dirigir la adquisición, actualización e implementación de servicios y productos de TI, y asegurar la disponibilidad y confiabilidad de estos servicios."
¿Qué actividades realiza la Dirección de Tecnología Informática y Comunicaciones?,"Incluye planificación de servicios TIC, definición de políticas tecnológicas, y reporte del estado de infraestructura a la Vicerrectoría Administrativa."
¿Qué desafíos enfrenta la Dirección de Tecnología Informática y Comunicaciones?,"Desafíos como la implementación de soluciones para modelos educativos diversos, fortalecer ciberseguridad, y modernizar infraestructura TIC."
¿Qué estrategias tiene la Dirección de Tecnología Informática y Comunicaciones para 2024?,"Incluyen un concurso de ideas, desarrollo de un asistente virtual IA, y actualización de aplicaciones y portales."
¿Quién está a cargo de la Dirección de Tecnología Informática y Comunicaciones?,"John Flórez, ingeniero con especialización en tecnología informática, dirige esta Dirección."
¿Qué comités coordina la Dirección de Tecnología Informática y Comunicaciones?,Coordina comités como el de Gestión Documental y el Comité de Protección de Datos Personales.
¿Qué servicios proporciona la Dirección de Tecnología Informática y Comunicaciones?,"Proporciona servicios TIC para la comunidad universitaria, incluyendo soluciones para docencia, investigación y administración."
¿Cuáles son los indicadores de gestión de la Dirección de Tecnología Informática y Comunicaciones?,Incluyen el cumplimiento de planes de proyectos TIC y eficacia en controles de seguridad.
¿Qué rol cumple la Jefatura de Proyectos Administrativos en la administración universitaria?,"Gestiona proyectos que abarcan distintas áreas administrativas para mejorar procesos, realizar análisis de condiciones y evaluar iniciativas financieras."
¿Cómo contribuye la Jefatura de Proyectos Administrativos a la mejora de la productividad?,Diseña y gestiona proyectos que buscan aumentar la productividad y optimizar los procesos administrativos.
¿Qué estrategias está implementando la Jefatura de Proyectos Administrativos para el próximo año?,Implementará estrategias para mejorar la gestión de viajes corporativos y estudiar la viabilidad de nuevos programas académicos.
¿Qué papel tiene la Jefatura de Proyectos Administrativos en la evaluación de nuevas iniciativas?,Evalúa financieramente nuevas iniciativas para determinar su viabilidad y impacto en la administración universitaria.
¿Qué servicios adicionales ofrece la Jefatura de Proyectos Administrativos?,"Además de la gestión de tiquetes y reservas, ofrece estudios de factibilidad y apoyo en procesos de acreditación."
